,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,date,year
20,4.2599604e-06,8.732028e-05,0.0049614455,1.0632372e-05,0.04458986,0.56259686,0.38767588,6.430935e-05,5.0489e-06,4.343739e-06,1984-05-02,1984
21,4.9623245e-06,0.000101802856,0.5922044,1.2385392e-05,0.06857742,0.110722005,0.22829118,7.492708e-05,5.881341e-06,5.059916e-06,1984-05-07,1984
22,2.028417e-06,0.0043245726,0.3488698,5.062696e-06,0.13998286,0.2709659,0.23500215,0.0008431448,2.4040773e-06,2.0683087e-06,1984-05-09,1984
23,8.173358e-06,0.00016774282,0.0012336903,2.0399764e-05,0.0981702,0.53814,0.3621184,0.00012338559,9.687054e-06,8.334099e-06,1984-05-31,1984
24,4.770946e-06,9.7862074e-05,0.28102994,1.1907733e-05,0.28686067,0.29819977,0.13371255,7.202603e-05,5.6545196e-06,4.864774e-06,1984-06-01,1984
25,4.26692e-06,8.751939e-05,0.52419037,1.0649742e-05,0.21896067,0.04124493,0.21542776,6.44119e-05,5.057148e-06,4.3508353e-06,1984-06-29,1984
26,7.4801656e-06,0.0001533958,0.008523566,1.8669634e-05,0.09716519,0.8844515,0.009550784,0.00011291915,8.865483e-06,7.627274e-06,1984-07-20,1984
27,7.904104e-06,0.00016212909,0.8299324,1.9727735e-05,0.0014740755,0.07155381,0.09671321,0.000119318196,9.367934e-06,8.05955e-06,1984-09-02,1984
28,6.0161747e-06,0.06634005,0.032245617,1.5015681e-05,0.54773515,0.29098567,0.06256841,9.081917e-05,7.130363e-06,6.1344917e-06,1984-10-02,1984
29,4.77537e-06,9.7965414e-05,0.24163117,1.1918775e-05,0.052689802,0.11292849,0.59255326,7.208742e-05,5.659763e-06,4.8692846e-06,1985-04-19,1985
30,5.9828794e-06,0.00012265166,0.0075184763,1.4932581e-05,0.05015389,0.9287459,0.013334585,9.031339e-05,7.0909014e-06,6.1005417e-06,1985-04-21,1985
31,8.4618505e-06,0.00017348948,0.061562806,2.1119808e-05,0.0016422843,0.8815593,0.05488607,0.00012773792,1.0028975e-05,8.628265e-06,1985-05-05,1985
32,1.9428966e-05,0.00039808758,0.002320963,4.8492468e-05,0.0017957835,0.8946878,0.100393414,0.00029329158,2.3027185e-05,1.9811065e-05,1985-05-05,1985
33,2.691017e-06,5.5213142e-05,0.3952338,6.7164697e-06,0.18014418,0.14695035,0.27756044,4.0624265e-05,3.18939e-06,2.7439398e-06,1986-05-30,1986
34,5.948815e-06,0.00012202018,0.025569616,1.484756e-05,0.0007921165,0.8120006,0.16139194,8.981157e-05,7.050529e-06,6.0658076e-06,1986-08-13,1986
35,3.969054e-06,8.135767e-05,0.0010009398,9.906304e-06,0.00046593838,0.3675131,0.63085616,5.9915903e-05,4.704118e-06,4.0471114e-06,1986-10-23,1986
36,9.6975145e-06,0.00019899842,0.073467426,2.4203884e-05,0.4695661,0.35634255,0.10022316,0.00014641418,1.1493483e-05,9.888231e-06,1986-12-04,1986
37,3.9928536e-06,8.185249e-05,0.45266032,9.965704e-06,0.18186483,0.13892499,0.22638494,6.0273815e-05,4.732325e-06,4.071379e-06,1987-02-04,1987
38,4.608485e-06,9.4504125e-05,0.64030373,1.150225e-05,0.13011418,0.027330032,0.20206167,6.95672e-05,5.461971e-06,4.699118e-06,1987-05-26,1987
39,5.929261e-06,0.09628777,0.14672548,1.4798755e-05,0.112852946,0.25733587,0.38667458,8.950634e-05,7.027353e-06,6.0458688e-06,1987-05-28,1987
40,8.433489e-06,0.00017313742,0.0026646806,2.104902e-05,0.07962138,0.57260144,0.34476396,0.00012731542,9.99536e-06,8.599346e-06,1987-09-07,1987
41,8.480381e-06,0.00017417387,0.0035363361,2.1166057e-05,0.075589426,0.5791421,0.34138155,0.00012802331,1.0050937e-05,8.64716e-06,1987-09-07,1987
42,8.61976e-06,0.00017696492,0.05883836,2.1513932e-05,0.0017067149,0.4572472,0.46387848,0.018103143,1.0216129e-05,8.78928e-06,1987-09-10,1987
43,6.1555447e-06,0.114790805,0.3946059,1.5363534e-05,0.23562907,0.08767426,0.16717197,9.2926566e-05,7.295544e-06,6.276603e-06,1987-10-29,1987
44,5.0106455e-06,0.0022971076,0.00072865066,1.2505996e-05,0.056287996,0.5097263,0.4308557,7.563906e-05,5.938611e-06,5.1091874e-06,1988-01-22,1988
45,5.120024e-06,0.00010498461,0.33217973,1.2778993e-05,0.0026816346,0.0470451,0.6118553,0.0061040507,6.0682464e-06,5.220717e-06,1988-03-15,1988
46,9.408969e-06,0.0001932383,0.2500015,2.3483708e-05,0.3830169,0.044440065,0.3221526,0.00014203078,1.1151499e-05,9.594011e-06,1988-05-09,1988
47,2.4188164e-06,4.959116e-05,0.4681154,6.037088e-06,0.37961015,0.05932613,0.09284847,3.651381e-05,2.8667782e-06,2.4663861e-06,1988-06-15,1988
48,8.69076e-06,0.0001782013,0.23343332,2.1691141e-05,0.14236484,0.17762695,0.44621593,0.00013119105,1.0300279e-05,8.861678e-06,1988-07-31,1988
